Date,Carrier,Type,Departure Airport,Departure City,Destination Airport,Destination City,dep_lat,dep_lon,dest_lat,dest_lon,Full Route,pair_key,tilt
2025-10-13,Key Lime,E45X,Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",Minneapolis/St Paul Intl (KMSP),"Minneapolis, MN",31.0616824,-97.8210702,44.8850593,-93.2144354,"Killeen, TX → Minneapolis, MN → Alexandria, LA → Harlingen, TX",Minneapolis/St Paul Intl (KMSP)|Robert Gray Aaf (Fort Cavazos) (KGRK),90
2025-10-13,Key Lime,E45X,Minneapolis/St Paul Intl (KMSP),"Minneapolis, MN",Alexandria Intl (KAEX),"Alexandria, LA",44.8850593,-93.2144354,31.3274006,-92.5451921,"Killeen, TX → Minneapolis, MN → Alexandria, LA → Harlingen, TX",Alexandria Intl (KAEX)|Minneapolis/St Paul Intl (KMSP),90
2025-10-13,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"Killeen, TX → Minneapolis, MN → Alexandria, LA → Harlingen, TX",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-10-13,Key Lime,E45X,Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",Dallas Love Field (KDAL),"Dallas, TX",31.0616824,-97.8210702,32.8438345,-96.8484951,"Killeen, TX → Dallas, TX → El Paso, TX → Oklahoma City, OK → Alexandria, LA",Dallas Love Field (KDAL)|Robert Gray Aaf (Fort Cavazos) (KGRK),90
2025-10-13,Key Lime,E45X,Dallas Love Field (KDAL),"Dallas, TX",El Paso Intl (KELP),"El Paso, TX",32.8438345,-96.8484951,31.8058228,-106.3705379,"Killeen, TX → Dallas, TX → El Paso, TX → Oklahoma City, OK → Alexandria, LA",Dallas Love Field (KDAL)|El Paso Intl (KELP),-90
2025-10-13,Key Lime,E45X,El Paso Intl (KELP),"El Paso, TX",Okc Will Rogers Intl (KOKC),"Oklahoma City, OK",31.8058228,-106.3705379,35.4068476,-97.6101616,"Killeen, TX → Dallas, TX → El Paso, TX → Oklahoma City, OK → Alexandria, LA",El Paso Intl (KELP)|Okc Will Rogers Intl (KOKC),90
2025-10-13,Key Lime,E45X,Okc Will Rogers Intl (KOKC),"Oklahoma City, OK",Alexandria Intl (KAEX),"Alexandria, LA",35.4068476,-97.6101616,31.3274006,-92.5451921,"Killeen, TX → Dallas, TX → El Paso, TX → Oklahoma City, OK → Alexandria, LA",Alexandria Intl (KAEX)|Okc Will Rogers Intl (KOKC),90
2025-10-13,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Alexandria Intl (KAEX),"Alexandria, LA",33.3089787,-111.6559353,31.3274006,-92.5451921,"Phoenix, AZ → Alexandria, LA → El Paso, TX → Phoenix, AZ",Alexandria Intl (KAEX)|Phoenix-Mesa Gateway (KIWA),90
2025-10-13,Avelo,B738,Alexandria Intl (KAEX),"Alexandria, LA",El Paso Intl (KELP),"El Paso, TX",31.3274006,-92.5451921,31.8058228,-106.3705379,"Phoenix, AZ → Alexandria, LA → El Paso, TX → Phoenix, AZ",Alexandria Intl (KAEX)|El Paso Intl (KELP),-90
2025-10-13,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",31.8058228,-106.3705379,33.3089787,-111.6559353,"Phoenix, AZ → Alexandria, LA → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Phoenix-Mesa Gateway (KIWA),-90
2025-10-13,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",So California Logistics (KVCV),"Victorville, CA",31.8058228,-106.3705379,34.5839839,-117.3787064,"El Paso, TX → Victorville, CA → El Paso, TX",El Paso Intl (KELP)|So California Logistics (KVCV),-90
2025-10-13,Avelo,B738,So California Logistics (KVCV),"Victorville, CA",El Paso Intl (KELP),"El Paso, TX",34.5839839,-117.3787064,31.8058228,-106.3705379,"El Paso, TX → Victorville, CA → El Paso, TX",El Paso Intl (KELP)|So California Logistics (KVCV),90
2025-10-12,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Willow Run (KYIP),"Ypsilanti, MI",31.3274006,-92.5451921,42.2349913,-83.5459542999999,"Alexandria, LA → Ypsilanti, MI → Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|Willow Run (KYIP),90
2025-10-12,Key Lime,E45X,Willow Run (KYIP),"Ypsilanti, MI",Alexandria Intl (KAEX),"Alexandria, LA",42.2349913,-83.5459542999999,31.3274006,-92.5451921,"Alexandria, LA → Ypsilanti, MI → Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|Willow Run (KYIP),-90
2025-10-12,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",31.3274006,-92.5451921,31.0616824,-97.8210702,"Alexandria, LA → Ypsilanti, MI → Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|Robert Gray Aaf (Fort Cavazos) (KGRK),-90
2025-10-12,Key Lime,E45X,El Paso Intl (KELP),"El Paso, TX",Salt Lake City Intl (KSLC),"Salt Lake City, UT",31.8058228,-106.3705379,40.7903145,-111.9771441,"El Paso, TX → Salt Lake City, UT → El Paso, TX → Harlingen, TX → Killeen, TX",El Paso Intl (KELP)|Salt Lake City Intl (KSLC),-90
2025-10-12,Key Lime,E45X,Salt Lake City Intl (KSLC),"Salt Lake City, UT",El Paso Intl (KELP),"El Paso, TX",40.7903145,-111.9771441,31.8058228,-106.3705379,"El Paso, TX → Salt Lake City, UT → El Paso, TX → Harlingen, TX → Killeen, TX",El Paso Intl (KELP)|Salt Lake City Intl (KSLC),90
2025-10-12,Key Lime,E45X,El Paso Intl (KELP),"El Paso, TX",Valley Intl (KHRL),"Harlingen, TX",31.8058228,-106.3705379,26.2234764,-97.6623631,"El Paso, TX → Salt Lake City, UT → El Paso, TX → Harlingen, TX → Killeen, TX",El Paso Intl (KELP)|Valley Intl (KHRL),90
2025-10-12,Key Lime,E45X,Valley Intl (KHRL),"Harlingen, TX",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",26.2234764,-97.6623631,31.0616824,-97.8210702,"El Paso, TX → Salt Lake City, UT → El Paso, TX → Harlingen, TX → Killeen, TX",Robert Gray Aaf (Fort Cavazos) (KGRK)|Valley Intl (KHRL),-90
2025-10-12,Eastern Air Express,B733,Alexandria Intl (KAEX),"Alexandria, LA",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",31.3274006,-92.5451921,31.0616824,-97.8210702,"Alexandria, LA → Harlingen, TX → El Paso, TX → Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|Robert Gray Aaf (Fort Cavazos) (KGRK),-90
2025-10-12,Eastern Air Express,B733,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"Alexandria, LA → Harlingen, TX → El Paso, TX → Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-10-12,Eastern Air Express,B733,Valley Intl (KHRL),"Harlingen, TX",El Paso Intl (KELP),"El Paso, TX",26.2234764,-97.6623631,31.8058228,-106.3705379,"Alexandria, LA → Harlingen, TX → El Paso, TX → Alexandria, LA → Killeen, TX",El Paso Intl (KELP)|Valley Intl (KHRL),-90
2025-10-12,Eastern Air Express,B733,El Paso Intl (KELP),"El Paso, TX",Alexandria Intl (KAEX),"Alexandria, LA",31.8058228,-106.3705379,31.3274006,-92.5451921,"Alexandria, LA → Harlingen, TX → El Paso, TX → Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|El Paso Intl (KELP),90
2025-10-12,Eastern Air Express,B737,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Laurence G Hanscom Fld (KBED),"Bedford, MA",41.0997678,-80.6477199999999,42.4615318,-71.2913117,"Youngstown, OH → Bedford, MA → Richmond, VA → Alexandria, LA → Youngstown, OH",Laurence G Hanscom Fld (KBED)|Youngstown/Warren Rgnl (KYNG),90
2025-10-12,Eastern Air Express,B737,Laurence G Hanscom Fld (KBED),"Bedford, MA",Richmond Intl (KRIC),"Richmond, VA",42.4615318,-71.2913117,37.5105562,-77.3266991,"Youngstown, OH → Bedford, MA → Richmond, VA → Alexandria, LA → Youngstown, OH",Laurence G Hanscom Fld (KBED)|Richmond Intl (KRIC),-90
2025-10-12,Eastern Air Express,B737,Richmond Intl (KRIC),"Richmond, VA",Alexandria Intl (KAEX),"Alexandria, LA",37.5105562,-77.3266991,31.3274006,-92.5451921,"Youngstown, OH → Bedford, MA → Richmond, VA → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Richmond Intl (KRIC),-90
2025-10-12,Eastern Air Express,B737,Alexandria Intl (KAEX),"Alexandria, LA",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",31.3274006,-92.5451921,41.0997678,-80.6477199999999,"Youngstown, OH → Bedford, MA → Richmond, VA → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),90
2025-10-12,Eastern Air Express,B737,Alexandria Intl (KAEX),"Alexandria, LA",Newark Liberty Intl (KEWR),"Newark, NJ",31.3274006,-92.5451921,40.6884837,-74.1768635999999,"Alexandria, LA → Newark, NJ → Youngstown, OH",Alexandria Intl (KAEX)|Newark Liberty Intl (KEWR),90
2025-10-12,Eastern Air Express,B737,Newark Liberty Intl (KEWR),"Newark, NJ",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",40.6884837,-74.1768635999999,41.0997678,-80.6477199999999,"Alexandria, LA → Newark, NJ → Youngstown, OH",Newark Liberty Intl (KEWR)|Youngstown/Warren Rgnl (KYNG),-90
2025-10-12,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Valley Intl (KHRL),"Harlingen, TX",33.3089787,-111.6559353,26.2234764,-97.6623631,"Phoenix, AZ → Harlingen, TX → San Diego, CA → Phoenix, AZ",Phoenix-Mesa Gateway (KIWA)|Valley Intl (KHRL),90
2025-10-12,Avelo,B738,Valley Intl (KHRL),"Harlingen, TX",San Diego Intl (KSAN),"San Diego, CA",26.2234764,-97.6623631,32.7328907,-117.1897122,"Phoenix, AZ → Harlingen, TX → San Diego, CA → Phoenix, AZ",San Diego Intl (KSAN)|Valley Intl (KHRL),-90
2025-10-12,Avelo,B738,San Diego Intl (KSAN),"San Diego, CA",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",32.7328907,-117.1897122,33.3089787,-111.6559353,"Phoenix, AZ → Harlingen, TX → San Diego, CA → Phoenix, AZ",Phoenix-Mesa Gateway (KIWA)|San Diego Intl (KSAN),90
2025-10-12,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Denver Intl (KDEN),"Denver, CO",33.3089787,-111.6559353,39.8563486,-104.6764061,"Phoenix, AZ → Denver, CO → Las Vegas, NV → El Paso, TX → Phoenix, AZ",Denver Intl (KDEN)|Phoenix-Mesa Gateway (KIWA),90
2025-10-12,Avelo,B738,Denver Intl (KDEN),"Denver, CO",Harry Reid Intl (KLAS),"Las Vegas, NV",39.8563486,-104.6764061,36.0830907,-115.1482238,"Phoenix, AZ → Denver, CO → Las Vegas, NV → El Paso, TX → Phoenix, AZ",Denver Intl (KDEN)|Harry Reid Intl (KLAS),-90
2025-10-12,Avelo,B738,Harry Reid Intl (KLAS),"Las Vegas, NV",El Paso Intl (KELP),"El Paso, TX",36.0830907,-115.1482238,31.8058228,-106.3705379,"Phoenix, AZ → Denver, CO → Las Vegas, NV → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Harry Reid Intl (KLAS),90
2025-10-12,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",31.8058228,-106.3705379,33.3089787,-111.6559353,"Phoenix, AZ → Denver, CO → Las Vegas, NV → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Phoenix-Mesa Gateway (KIWA),-90
2025-10-12,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",Dallas Love Field (KDAL),"Dallas, TX",31.8058228,-106.3705379,32.8438345,-96.8484951,"El Paso, TX → Dallas, TX → Harlingen, TX → El Paso, TX",Dallas Love Field (KDAL)|El Paso Intl (KELP),90
2025-10-12,Avelo,B738,Dallas Love Field (KDAL),"Dallas, TX",Valley Intl (KHRL),"Harlingen, TX",32.8438345,-96.8484951,26.2234764,-97.6623631,"El Paso, TX → Dallas, TX → Harlingen, TX → El Paso, TX",Dallas Love Field (KDAL)|Valley Intl (KHRL),-90
2025-10-12,Avelo,B738,Valley Intl (KHRL),"Harlingen, TX",El Paso Intl (KELP),"El Paso, TX",26.2234764,-97.6623631,31.8058228,-106.3705379,"El Paso, TX → Dallas, TX → Harlingen, TX → El Paso, TX",El Paso Intl (KELP)|Valley Intl (KHRL),-90
2025-10-12,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",Okc Will Rogers Intl (KOKC),"Oklahoma City, OK",31.8058228,-106.3705379,35.4068476,-97.6101616,"El Paso, TX → Oklahoma City, OK → Alexandria, LA → El Paso, TX",El Paso Intl (KELP)|Okc Will Rogers Intl (KOKC),90
2025-10-12,Avelo,B738,Okc Will Rogers Intl (KOKC),"Oklahoma City, OK",Alexandria Intl (KAEX),"Alexandria, LA",35.4068476,-97.6101616,31.3274006,-92.5451921,"El Paso, TX → Oklahoma City, OK → Alexandria, LA → El Paso, TX",Alexandria Intl (KAEX)|Okc Will Rogers Intl (KOKC),90
2025-10-12,Avelo,B738,Alexandria Intl (KAEX),"Alexandria, LA",El Paso Intl (KELP),"El Paso, TX",31.3274006,-92.5451921,31.8058228,-106.3705379,"El Paso, TX → Oklahoma City, OK → Alexandria, LA → El Paso, TX",Alexandria Intl (KAEX)|El Paso Intl (KELP),-90
2025-10-12,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",Dade-Collier Training (KTNT),"Ochopee, FL",26.2234764,-97.6623631,25.8637999,-80.8979128,"Harlingen, TX → Ochopee, FL → Harlingen, TX",Dade-Collier Training (KTNT)|Valley Intl (KHRL),90
2025-10-12,GlobalX,A320,Dade-Collier Training (KTNT),"Ochopee, FL",Valley Intl (KHRL),"Harlingen, TX",25.8637999,-80.8979128,26.2234764,-97.6623631,"Harlingen, TX → Ochopee, FL → Harlingen, TX",Dade-Collier Training (KTNT)|Valley Intl (KHRL),-90
2025-10-12,GlobalX,A321,Alexandria Intl (KAEX),"Alexandria, LA",Opa-locka Executive (KOPF),"Miami, FL",31.3274006,-92.5451921,25.9092857,-80.2683641,"Alexandria, LA → Miami, FL → Jacksonville, FL → Alexandria, LA",Alexandria Intl (KAEX)|Opa-locka Executive (KOPF),90
2025-10-12,GlobalX,A321,Opa-locka Executive (KOPF),"Miami, FL",Jacksonville Intl (KJAX),"Jacksonville, FL",25.9092857,-80.2683641,30.4943308,-81.6871496999999,"Alexandria, LA → Miami, FL → Jacksonville, FL → Alexandria, LA",Jacksonville Intl (KJAX)|Opa-locka Executive (KOPF),-90
2025-10-12,GlobalX,A321,Jacksonville Intl (KJAX),"Jacksonville, FL",Alexandria Intl (KAEX),"Alexandria, LA",30.4943308,-81.6871496999999,31.3274006,-92.5451921,"Alexandria, LA → Miami, FL → Jacksonville, FL → Alexandria, LA",Alexandria Intl (KAEX)|Jacksonville Intl (KJAX),-90
2025-10-12,GlobalX,A320,Opa-locka Executive (KOPF),"Miami, FL",Alexandria Intl (KAEX),"Alexandria, LA",25.9092857,-80.2683641,31.3274006,-92.5451921,"Miami, FL → Alexandria, LA → El Paso, TX → Miami, FL",Alexandria Intl (KAEX)|Opa-locka Executive (KOPF),-90
2025-10-12,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",El Paso Intl (KELP),"El Paso, TX",31.3274006,-92.5451921,31.8058228,-106.3705379,"Miami, FL → Alexandria, LA → El Paso, TX → Miami, FL",Alexandria Intl (KAEX)|El Paso Intl (KELP),-90
2025-10-12,GlobalX,A320,El Paso Intl (KELP),"El Paso, TX",Opa-locka Executive (KOPF),"Miami, FL",31.8058228,-106.3705379,25.9092857,-80.2683641,"Miami, FL → Alexandria, LA → El Paso, TX → Miami, FL",El Paso Intl (KELP)|Opa-locka Executive (KOPF),90
2025-10-12,US Coast Guard,C27J,Baltimore/Washington Intl (KBWI),"Baltimore, MD",Alexandria Intl (KAEX),"Alexandria, LA",39.1825364,-76.6694033,31.3274006,-92.5451921,"Baltimore, MD → Alexandria, LA → Baltimore, MD → Clearwater, FL",Alexandria Intl (KAEX)|Baltimore/Washington Intl (KBWI),-90
2025-10-12,US Coast Guard,C27J,Northeast Alabama Rgnl (KGAD),"Gadsden, AL",Alexandria Intl (KAEX),"Alexandria, LA",34.005286,-86.0065489999999,31.3274006,-92.5451921,"Gadsden, AL → Alexandria, LA → Gadsden, AL",Alexandria Intl (KAEX)|Northeast Alabama Rgnl (KGAD),-90
2025-10-11,Eastern Air Express,B733,Alexandria Intl (KAEX),"Alexandria, LA",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",31.3274006,-92.5451921,31.0616824,-97.8210702,"Harlingen, TX → El Paso, TX → Alexandria, LA → Harlingen, TX → El Paso, TX → Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|Robert Gray Aaf (Fort Cavazos) (KGRK),-90
2025-10-11,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Buffalo Niagara Intl (KBUF),"Buffalo, NY",31.3274006,-92.5451921,42.9394052,-78.7335011999999,"Alexandria, LA → Buffalo, NY → Alexandria, LA → Lake City, FL → Alexandria, LA",Alexandria Intl (KAEX)|Buffalo Niagara Intl (KBUF),90
2025-10-11,Key Lime,E45X,Buffalo Niagara Intl (KBUF),"Buffalo, NY",Alexandria Intl (KAEX),"Alexandria, LA",42.9394052,-78.7335011999999,31.3274006,-92.5451921,"Alexandria, LA → Buffalo, NY → Alexandria, LA → Lake City, FL → Alexandria, LA",Alexandria Intl (KAEX)|Buffalo Niagara Intl (KBUF),-90
2025-10-11,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Lake City Gateway (KLCQ),"Lake City, FL",31.3274006,-92.5451921,30.1868315,-82.580983,"Alexandria, LA → Buffalo, NY → Alexandria, LA → Lake City, FL → Alexandria, LA",Alexandria Intl (KAEX)|Lake City Gateway (KLCQ),90
2025-10-11,Key Lime,E45X,Lake City Gateway (KLCQ),"Lake City, FL",Alexandria Intl (KAEX),"Alexandria, LA",30.1868315,-82.580983,31.3274006,-92.5451921,"Alexandria, LA → Buffalo, NY → Alexandria, LA → Lake City, FL → Alexandria, LA",Alexandria Intl (KAEX)|Lake City Gateway (KLCQ),-90
2025-10-11,Key Lime,E45X,Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",Dallas Love Field (KDAL),"Dallas, TX",31.0616824,-97.8210702,32.8438345,-96.8484951,"Killeen, TX → Dallas, TX → Seattle, WA → El Paso, TX",Dallas Love Field (KDAL)|Robert Gray Aaf (Fort Cavazos) (KGRK),90
2025-10-11,Key Lime,E45X,Dallas Love Field (KDAL),"Dallas, TX",Boeing Field Intl (KBFI),"Seattle, WA",32.8438345,-96.8484951,47.5369043,-122.3038555,"Killeen, TX → Dallas, TX → Seattle, WA → El Paso, TX",Boeing Field Intl (KBFI)|Dallas Love Field (KDAL),-90
2025-10-11,Key Lime,E45X,Boeing Field Intl (KBFI),"Seattle, WA",El Paso Intl (KELP),"El Paso, TX",47.5369043,-122.3038555,31.8058228,-106.3705379,"Killeen, TX → Dallas, TX → Seattle, WA → El Paso, TX",Boeing Field Intl (KBFI)|El Paso Intl (KELP),90
2025-10-11,Eastern Air Express,B733,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"Alexandria, LA → Harlingen, TX → Alexandria, LA",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-10-11,Eastern Air Express,B733,Valley Intl (KHRL),"Harlingen, TX",Alexandria Intl (KAEX),"Alexandria, LA",26.2234764,-97.6623631,31.3274006,-92.5451921,"Alexandria, LA → Harlingen, TX → Alexandria, LA",Alexandria Intl (KAEX)|Valley Intl (KHRL),90
2025-10-11,Eastern Air Express,B737,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Minneapolis/St Paul Intl (KMSP),"Minneapolis, MN",41.0997678,-80.6477199999999,44.8850593,-93.2144354,"Youngstown, OH → Minneapolis, MN → Omaha, NE → Alexandria, LA → Youngstown, OH",Minneapolis/St Paul Intl (KMSP)|Youngstown/Warren Rgnl (KYNG),-90
2025-10-11,Eastern Air Express,B737,Minneapolis/St Paul Intl (KMSP),"Minneapolis, MN",Eppley Airfield (KOMA),"Omaha, NE",44.8850593,-93.2144354,41.3014753,-95.8945207,"Youngstown, OH → Minneapolis, MN → Omaha, NE → Alexandria, LA → Youngstown, OH",Eppley Airfield (KOMA)|Minneapolis/St Paul Intl (KMSP),-90
2025-10-11,Eastern Air Express,B737,Eppley Airfield (KOMA),"Omaha, NE",Alexandria Intl (KAEX),"Alexandria, LA",41.3014753,-95.8945207,31.3274006,-92.5451921,"Youngstown, OH → Minneapolis, MN → Omaha, NE → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Eppley Airfield (KOMA),90
2025-10-11,Eastern Air Express,B737,Alexandria Intl (KAEX),"Alexandria, LA",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",31.3274006,-92.5451921,41.0997678,-80.6477199999999,"Youngstown, OH → Minneapolis, MN → Omaha, NE → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),90
2025-10-11,Eastern Air Express,B737,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Newark Liberty Intl (KEWR),"Newark, NJ",41.0997678,-80.6477199999999,40.6884837,-74.1768635999999,"Youngstown, OH → Newark, NJ → Richmond, VA → Alexandria, LA",Newark Liberty Intl (KEWR)|Youngstown/Warren Rgnl (KYNG),90
2025-10-11,Eastern Air Express,B737,Newark Liberty Intl (KEWR),"Newark, NJ",Richmond Intl (KRIC),"Richmond, VA",40.6884837,-74.1768635999999,37.5105562,-77.3266991,"Youngstown, OH → Newark, NJ → Richmond, VA → Alexandria, LA",Newark Liberty Intl (KEWR)|Richmond Intl (KRIC),-90
2025-10-11,Eastern Air Express,B737,Richmond Intl (KRIC),"Richmond, VA",Alexandria Intl (KAEX),"Alexandria, LA",37.5105562,-77.3266991,31.3274006,-92.5451921,"Youngstown, OH → Newark, NJ → Richmond, VA → Alexandria, LA",Alexandria Intl (KAEX)|Richmond Intl (KRIC),-90
2025-10-11,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Valley Intl (KHRL),"Harlingen, TX",33.3089787,-111.6559353,26.2234764,-97.6623631,"Phoenix, AZ → Harlingen, TX → Phoenix, AZ",Phoenix-Mesa Gateway (KIWA)|Valley Intl (KHRL),90
2025-10-11,Avelo,B738,Valley Intl (KHRL),"Harlingen, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",26.2234764,-97.6623631,33.3089787,-111.6559353,"Phoenix, AZ → Harlingen, TX → Phoenix, AZ",Phoenix-Mesa Gateway (KIWA)|Valley Intl (KHRL),-90
2025-10-11,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Meadows Fld (KBFL),"Bakersfield, CA",33.3089787,-111.6559353,35.4357067,-119.0574886,"Phoenix, AZ → Bakersfield, CA → Victorville, CA → El Paso, TX → Phoenix, AZ",Meadows Fld (KBFL)|Phoenix-Mesa Gateway (KIWA),-90
2025-10-11,Avelo,B738,Meadows Fld (KBFL),"Bakersfield, CA",So California Logistics (KVCV),"Victorville, CA",35.4357067,-119.0574886,34.5839839,-117.3787064,"Phoenix, AZ → Bakersfield, CA → Victorville, CA → El Paso, TX → Phoenix, AZ",Meadows Fld (KBFL)|So California Logistics (KVCV),90
2025-10-11,Avelo,B738,So California Logistics (KVCV),"Victorville, CA",El Paso Intl (KELP),"El Paso, TX",34.5839839,-117.3787064,31.8058228,-106.3705379,"Phoenix, AZ → Bakersfield, CA → Victorville, CA → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|So California Logistics (KVCV),90
2025-10-11,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",31.8058228,-106.3705379,33.3089787,-111.6559353,"Phoenix, AZ → Bakersfield, CA → Victorville, CA → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Phoenix-Mesa Gateway (KIWA),-90
2025-10-11,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",Gary/Chicago Intl (KGYY),"Gary, IN",31.8058228,-106.3705379,41.6177392,-87.408428,"El Paso, TX → Gary, IN → Alexandria, LA → El Paso, TX",El Paso Intl (KELP)|Gary/Chicago Intl (KGYY),90
